S. No.,SITE_ID,DISTRICT,Block,VILLAGE,ELEVATION,FORMATION,River Basin,Normal (1901-70),Average rainfall (2012-21) (mm),Rainfall (2021) (mm),Departure (%) in 2021 from normal rainfall,Departure (%) in 2021 from Average rainfall,MAY_bgl,AUG_bgl,NOV_bgl,JAN_bgl,DEPTH,MAY_flu,AUG_flu,NOV_flu,JAN_flu
,,BIKANER,LUNKARANSAR,Kasturia Pz,186,Tertiary Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,36.55,35.55,38.94,33.91,120,6.80,-1.83,-0.67,-2.05
,,BIKANER,KHAJUWALA,Khajuwala_Pz,139,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,19.95,19.93,19.92,19.93,240,-0.41,0.29,-0.39,-0.10
,,BIKANER,BIKANER,KHARA1,202,Tertiary Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,50.01,49.67,49.75,49.67,64.27,-1.98,0.40,7.00,7.58
,,BIKANER,LUNKARANSAR,KHARBARO,190,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,6.99,7.39,7.54,6.89,47.7,5.13,8.56,1.07,0.44
,,BIKANER,LUNKARANSAR,Khirera,224,Nagaur & Jodhpur Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,0,7.9,7.87,7.45,10.68,-0.38,2.63,0.70,-0.83
,,BIKANER,BIKANER,Kilchoo Sahlotan,245,Tertiary Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,108.98,0,0,0,132,0.45,0.85,2.74,2.95
,,BIKANER,LUNKARANSAR,LAKHANSAR_DW,168,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,10.6,16.1,10.58,11.7,50,-0.71,-1.77,-1.28,-1.21
,,BIKANER,DUNGARGARH,LAKHASAR2,245,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,37.72,37.55,35.63,36.2,47.95,-3.28,0.10,-0.72,-3.51
,,BIKANER,BIKANER,LAKHUSAR,186,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,45.25,42.24,42.34,42.31,51,4.00,-13.11,-7.37,-6.88
,,BIKANER,LUNKARANSAR,LALERA1,211,Nagaur & Jodhpur Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,31,30.95,30.77,30.97,150,15.46,21.25,-5.89,-4.15
,,BIKANER,LUNKARANSAR,Laxmi Narayansar Dhani,202,Nagaur & Jodhpur Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,7.5,7.7,7.69,7.46,150,9.38,-4.38,1.58,-1.24
,,BIKANER,LUNKARANSAR,LUNKARANSAR1,197,Tertiary Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,53.19,52.93,51.58,53.49,129,2.25,10.63,-8.86,-1.62
,,BIKANER,LUNKARANSAR,MAHAJAN,199,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,37.76,0,0,0,51.5,2.05,0.95,2.32,2.20
,,BIKANER,LUNKARANSAR,Mahajan-Pz,306,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,0,38.4,38.4,38.43,67.3,0.50,-1.85,0.05,0.05
,,BIKANER,LUNKARANSAR,MALKISAR,198,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,14.67,15.92,15.82,16.07,59.62,-0.98,2.64,-1.52,-1.18
,,BIKANER,LUNKARANSAR,MANARIA,196,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,48.76,47.26,47.16,47.47,54.41,7.80,5.25,6.41,5.15
,,BIKANER,KOLAYAT,MANKASAR,166,Tertiary Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,12.7,12.62,13,13.07,19.46,5.16,3.25,7.36,12.45
,,BIKANER,NOKHA,Morkhana Agoona Pz,306.16,Tertiary Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,110.7,0,0,0,150,12.05,17.68,-8.33,-0.45
,,BIKANER,KOLAYAT,NOKHRA,242,Nagaur & Jodhpur Sandstone,The Outside Basin,249.8,312.01,320,21.96,2.53,88.58,88.43,0,0,92,-0.03,-1.06,-2.48,-3.42
,,BIKANER,LUNKARANSAR,RANER,161,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,13.1,13.3,13.51,13.86,47.6,-0.19,0.59,-0.78,-0.45
,,BIKANER,KOLAYAT,RANJITPURA,146,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,24.55,24.46,24.48,24.42,42.8,-0.24,5.15,-3.70,-6.75
,,BIKANER,LUNKARANSAR,Sangrew,197,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,24.25,23.86,23.53,24.38,153,-0.35,-2.12,-4.16,-6.83
,,BIKANER,KHAJUWALA,SATTASAR,179,Older Alluvium,The Outside Basin,249.8,312.01,320,21.96,2.53,29.41,29.87,29.74,29.97,57.91,0,0,0,0
,,BUNDI,TALERA,BALLOP,248,Limestone,Chambal,715.8,785.78,1106,35.29,28.96,4.8,1.53,1.8,1.87,6,0.05,7.18,-3.01,2.00
,,BUNDI,KESHORAI PATAN,Dahi Khera,230,Younger Alluvium,Chambal,715.8,785.78,1106,35.29,28.96,6.53,0.71,6.5,6.64,7.38,-6.02,-1.68,-0.99,-1.79
,,BUNDI,BUNDI,DELUNDA,229,Younger Alluvium,Chambal,715.8,785.78,1106,35.29,28.96,13.29,8.59,10.47,10.36,17.68,-3.53,-8.78,5.60,4.75
,,BUNDI,KESHORAI PATAN,GAINDOLI,231,Shale,Chambal,715.8,785.78,1106,35.29,28.96,9.2,0.5,6.75,6.86,10.72,-1.08,-1.00,-0.44,-0.66
,,BUNDI,KESHORAI PATAN,KAPREN,236,Younger Alluvium,Chambal,715.8,785.78,1106,35.29,28.96,3.51,1.55,1.27,1.15,6.71,-5.67,-4.61,-7.65,-7.89
,,BUNDI,KESHORAI PATAN,KESHORAIPATAN,245,Younger Alluvium,Chambal,715.8,785.78,1106,35.29,28.96,2.56,1.36,0.46,0.4,3.96,1.02,1.86,0.80,0.91
,,BUNDI,KESHORAI PATAN,LAKHERI,228,Shale,Chambal,715.8,785.78,1106,35.29,28.96,4.6,0.1,2.15,2.29,3.95,,-0.90,0.35,-0.35
,,BUNDI,KESHORAI PATAN,MAIJA,232,Younger Alluvium,Chambal,715.8,785.78,1106,35.29,28.96,2.8,0.63,0.92,0.84,10.7,-3.10,-2.29,-2.84,-2.49
,,BUNDI,NAINWA,MOTIPURA,303,Phyllite,Chambal,715.8,785.78,1106,35.29,28.96,0,1.04,0,0,14,-2.71,-1.87,-1.55,-1.82
,,BUNDI,BUNDI,RAJWAS,239,Shale,Chambal,715.8,785.78,1106,35.29,28.96,0,0.89,3.45,3.73,7.5,2.82,,0.08,
,,BUNDI,BUNDI,RAMNAGAR (JATAN),259,Shale,Chambal,715.8,785.78,1106,35.29,28.96,6.89,1.5,3.17,2.86,15.23,-0.17,0.32,-1.97,-0.32
,,BUNDI,HINDOLI,SATUR,305,Phyllite,Chambal,715.8,785.78,1106,35.29,28.96,5.4,6.3,4.88,5.63,15,-3.06,-1.40,-1.80,-2.51
,,CHITTAURGARH,BHOPALSAGAR,AKOLA,454,Schist,Banas,772.3,901.91,1029,24.91,12.31,9,8,7.84,7.5,16,0.10,0.85,1.73,0.90
,,CHITTAURGARH,BHADESAR,BANSEN,428,BGC,Banas,772.3,901.91,1029,24.91,12.31,25.85,24.25,8.51,9.2,28,1.28,-0.63,0.22,1.02
,,CHITTAURGARH,CHITTAURGARH,Bojunda,415,Limestone,Banas,772.3,901.91,1029,24.91,12.31,23.9,16.78,13.6,14.05,155,2.20,2.46,2.74,2.68
,,CHITTAURGARH,GANGRAR,GANGRAR1,405,BGC,Banas,772.3,901.91,1029,24.91,12.31,12.25,8.49,10.9,11.65,22,-1.57,1.78,0.01,-0.54
,,CHITTAURGARH,BARI SADRI,KALAKHET,507,Reserve Forest,Mahi,772.3,901.91,1029,24.91,12.31,18.95,14.65,7.35,7.65,25.4,-0.51,-0.58,-0.11,0.77
,,CHITTAURGARH,KAPASAN,KAPASAN1,460,Schist,Banas,772.3,901.91,1029,24.91,12.31,6.55,5.66,4.33,4.05,20.78,-0.09,-0.68,0.18,0.52
,,CHITTAURGARH,GANGRAR,KHARKHANDA,451,BGC,Banas,772.3,901.91,1029,24.91,12.31,0,0,15.5,15.49,25,27.58,27.02,27.48,25.65
,,CHITTAURGARH,CHITTAURGARH,MANPURA2,398,Shale,Banas,772.3,901.91,1029,24.91,12.31,9.87,8.17,5.92,9.17,18,1.22,2.56,3.29,5.36
,,CHITTAURGARH,BEGUN,MENAL,522,Reserve Forest,Banas,772.3,901.91,1029,24.91,12.31,1.95,0.55,0.88,1.1,6.85,-1.61,-1.70,-1.49,-1.10
,,CHITTAURGARH,KAPASAN,MUNGANA,463,Schist,Banas,772.3,901.91,1029,24.91,12.31,15.12,9.93,13.34,12.12,24,13.63,11.00,10.58,11.34
,,CHITTAURGARH,CHITTAURGARH,NAGARI1,415,Shale,Banas,772.3,901.91,1029,24.91,12.31,16.15,3.35,3.79,5.3,17.75,0.33,0.91,1.14,0.83
,,CHITTAURGARH,BEGUN,PARSOLI,398,BGC,Banas,772.3,901.91,1029,24.91,12.31,22.65,20.45,2.47,4,25,0.58,0.09,0.51,0.37
,,CHITTAURGARH,CHITTAURGARH,PUROHITOKASAVAT,436,BGC,Banas,772.3,901.91,1029,24.91,12.31,28.58,29.1,0,0,31,-0.35,-10.81,-0.34,0.14
,,CHITTAURGARH,RASHMI,RASHMI1,448,Schist,Banas,772.3,901.91,1029,24.91,12.31,7.95,6.75,7.2,7.05,12.5,-3.68,-3.93,-3.25,-4.10
,,CHITTAURGARH,BHAINSRORGARH,RAWATBHATA,358,Sandstone,Chambal,772.3,901.91,1029,24.91,12.31,2.85,0.95,0.65,0.78,9.95,2.77,2.17,0.66,0.10
,,CHITTAURGARH,KAPASAN,SINGHPUR,432,BGC,Banas,772.3,901.91,1029,24.91,12.31,0,0,13.12,15,17.17,2.21,0.68,4.60,-0.40
,,CHURU,SARDARSHAHAR,Aspalsar,241,Nagaur & Jodhpur Sandstone,The Outside Basin,337.9,448.72,593,43,24.31,44.45,43.46,43.5,43.48,50,-0.78,0.59,0.63,0.08
,,CHURU,BIDASAR,BAMBOO,319,Bilara Limestone,The Outside Basin,337.9,448.72,593,43,24.31,66.15,66.1,75.6,65.33,80,-0.86,-0.71,-0.48,-0.85
,,CHURU,TARANAGAR,BHALAUTIBBA,215,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,15.26,11.92,11.97,11.81,18.01,-0.32,-0.13,1.11,-0.76
,,CHURU,RATANGARH,BHOJASAR,317,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,29.72,29.82,29.59,29.34,35,1.81,1.91,1.01,0.51
,,CHURU,BIDASAR,BIDASAR,309,Nagaur & Jodhpur Sandstone,The Outside Basin,337.9,448.72,593,43,24.31,8.04,16.56,7.81,9.31,62.56,-13.02,-12.45,-17.89,-18.9
,,CHURU,CHURU,BINASAR,296,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,37.29,34.39,33.69,33.89,45,0,0,0,0
,,CHURU,RAJGARH,DADREWA,233,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,12.21,0,10.99,22.11,26,-2.13,3.49,-1.45,-0.77
,,CHURU,TARANAGAR,DHIRAWAS,210,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,9,7.45,8.78,8.92,15.2,-0.40,1.45,-0.90,-0.36
,,CHURU,CHURU,DUDWA KHARA,276,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,19.89,19.32,19.59,19.69,92.5,1.96,-1.97,-1.24,-1.10
,,CHURU,SUJANGARH,GULERIYA,316,Schist,The Outside Basin,337.9,448.72,593,43,24.31,10.33,9.9,9.92,9.9,18,-1.63,-1.00,-1.45,-1.12
,,CHURU,RAJGARH,HARPALU KHUSALA,254,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,42.15,38.6,38.65,38.24,114.5,1.02,1.07,1.35,0.75
,,CHURU,RATANGARH,KANWARI,320,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,28.25,28.24,28.2,27.96,52.5,8.90,5.64,3.48,8.23
,,CHURU,SARDARSHAHAR,KHUNDIA,240,Younger Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,0,0,53.16,53.2,57.5,3.32,3.45,3.65,3.76
,,CHURU,RATANGARH,LOHA,326,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,27.68,29.91,28.91,29.48,50,0.98,0.89,1.51,0.86
,,CHURU,SARDARSHAHAR,MELUSAR,256,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,26.33,23.01,21.55,23.16,48,-0.38,2.04,1.78,0.30
,,CHURU,RATANGARH,MELUSAR1,297,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,49.5,42.75,42.8,42.92,70,-0.22,-1.58,-1.53,-1.61
,,CHURU,RAJGARH,NANGLI,234,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,24.9,0,24.28,24.24,30.66,0.84,1.05,1.59,1.61
,,CHURU,RAJGARH,NEEMA,270,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,53.56,51.9,52.16,52.25,115,0.48,0.85,0.98,0.87
,,CHURU,RATANGARH,Perihara,323.782,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,22.7,20.9,20.8,20.08,27.2,-0.50,-0.11,-0.21,-0.23
,,CHURU,RATANGARH,RAJALDESAR,321,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,48.64,48.65,48.61,48.62,68.9,-0.99,-1.61,-0.80,-0.67
,,CHURU,RAJGARH,RAJGARH1,480,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,23.91,22.69,22.31,22.15,28,-0.67,-0.77,-0.51,-1.80
,,CHURU,CHURU,RAMPURA,260,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,0,0,18.77,18.87,28.16,-3.18,-2.08,-2.35,-0.29
,,CHURU,RATANGARH,Sangasar,314,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,30.05,30.06,28.97,0,44.7,-0.69,0.11,0.02,0.26
,,CHURU,SARDARSHAHAR,SARDARSHAHAR,254,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,0,36.16,35,36.05,76,0.24,0.32,-0.02,0.26
,,CHURU,TARANAGAR,SHAWA,212,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,16.4,12.8,13.1,12.87,29.8,1.49,-0.81,0.42,2.50
,,CHURU,CHURU,SIRSALA,277,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,22.07,30.72,29.87,29.87,31.69,0.61,-0.96,0.40,-0.08
,,CHURU,RATANGARH,TIDIYASAR,315,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,47.3,0,47.35,44.09,50,2.91,-1.24,3.39,2.10
,,CHURU,RATANGARH,TIDIYASAR Pz,315,Older Alluvium,The Outside Basin,337.9,448.72,593,43,24.31,39.75,39.74,39.73,39.73,111.5,0.82,-0.50,-0.56,-1.13
,,DAUSA,SIKRAI,Bairaonda,333,Quartzite,Banganga,625.7,667.79,750,16.60,10.99,25.14,20.1,20.3,21.13,87,0.10,0.35,-1.06,-0.89
,,DAUSA,LAWAN,Baniyana,331,Older Alluvium,Banas,625.7,667.79,750,16.60,10.99,13.8,14.7,12.45,12.6,74,2.57,-0.46,1.18,1.27
,,DAUSA,DAUSA,BAPI,319,Phyllite,Banganga,625.7,667.79,750,16.60,10.99,11.23,8.52,0,0,20,0.44,-1.72,0.10,0.21
,,DAUSA,DAUSA,BAPI_Pz,324,Phyllite,Banganga,625.7,667.79,750,16.60,10.99,13.03,10.85,13.22,14.76,91.5,-5.08,-6.08,-9.08,-7.08
,,DAUSA,BANDIKUI,Baswa1,297,Gneiss,Banganga,625.7,667.79,750,16.60,10.99,77.74,70.9,70.96,78.1,125.4,1.54,-0.76,1.01,0.91
,,DAUSA,DAUSA,Dausa,334,Phyllite,Banganga,625.7,667.79,750,16.60,10.99,0,0,18.02,19.13,125.5,-1.15,-0.26,0.45,-2.83
,,DAUSA,MAHWA,Ghazipur-Pz,233,Older Alluvium,Banganga,625.7,667.79,750,16.60,10.99,22.17,15.56,16.35,17.5,81.4,-4.58,0.50,-0.98,0.33
,,DAUSA,MAHWA,Higetawari Dhani,224,Older Alluvium,Gambhir,625.7,667.79,750,16.60,10.99,8.32,8.4,8.6,8.87,22,-2.41,0.34,0.14,-1.00
,,DAUSA,DAUSA,Jasuta,311,Phyllite,Banganga,625.7,667.79,750,16.60,10.99,13.65,11.02,11.41,14.87,18,7.81,15.02,-1.37,-2.81
,,DAUSA,DAUSA,Kalipahari,313,Phyllite,Banganga,625.7,667.79,750,16.60,10.99,35.43,34.04,30.55,31.86,60,3.28,0.67,-1.91,-0.42
,,DAUSA,DAUSA,Khuri,324,Phyllite,Banganga,625.7,667.79,750,16.60,10.99,35.73,35.36,28.7,27.55,78,0,0,0,0
,,DAUSA,SIKRAI,LANGRA BALAJI,262,Older Alluvium,Banganga,625.7,667.79,750,16.60,10.99,51.7,49.3,51.1,53.76,75,-1.66,-1.83,1.81,1.76
,,DAUSA,LAWAN,LAWAN1,317,Older Alluvium,Banas,625.7,667.79,750,16.60,10.99,17.8,44.2,0,42.1,44,-1.02,7.92,-3.32,-5.51
,,DAUSA,LAWAN,SAR_Pz,326,Hills,Banganga,625.7,667.79,750,16.60,10.99,28.06,28.06,25.7,26.43,200,0.62,0.25,0.86,0.14
,,DAUSA,BANDIKUI,Sodan Ka Bas,253,Older Alluvium,Banganga,625.7,667.79,750,16.60,10.99,43.83,40.3,40.68,41.14,67,4.32,4.56,4.28,1.92
,,DAUSA,MAHWA,Talchidi,229,Older Alluvium,Gambhir,625.7,667.79,750,16.60,10.99,17.85,17.25,18.1,19.37,56,-1.29,2.70,-0.39,0.38
,,DHAULPUR,DHAULPUR,AATHMEEL,231,Sandstone,Chambal,717.5,685.72,810,11.46,15.38,16.52,6.06,9.76,9.52,20.72,-0.77,-0.92,-0.80,-0.98
,,DHAULPUR,BASERI,ANGAI,232,Sandstone,Parbati,717.5,685.72,810,11.46,15.38,13.81,5.57,6.07,6.27,21.24,1.93,0.37,5.18,1.92
,,DHAULPUR,DHAULPUR,BARETHA KALAN,162,Older Alluvium,Parbati,717.5,685.72,810,11.46,15.38,36.46,0,30.15,30.95,82.66,1.64,-3.65,-2.62,-4.31
,,DHAULPUR,BARI,Bari_Pz,216,Sandstone,Parbati,717.5,685.72,810,11.46,15.38,19.37,0,0,0,60,10.96,17.64,-1.59,-1.21
,,DHAULPUR,BARI,Chhavri Ka Pura,224,Sandstone,Parbati,717.5,685.72,810,11.46,15.38,15.14,9.15,9.4,9.34,60,2.47,6.31,,
,,DHAULPUR,DHAULPUR,Dhaulpur,238,Sandstone,Chambal,717.5,685.72,810,11.46,15.38,15.13,14.5,14.15,14.14,21.02,0.12,1.03,1.61,1.07
,,DHAULPUR,DHAULPUR,Dhaulpur1,238,Sandstone,Chambal,717.5,685.72,810,11.46,15.38,13.14,12.5,12.16,12.9,31.22,1.86,0.31,0.29,0.16
,,DHAULPUR,BARI,GAJPURA,281,Sandstone,Parbati,717.5,685.72,810,11.46,15.38,8.5,2.53,3.03,3.05,14,5.43,5.78,6.55,3.85
,,DHAULPUR,SAIPU,KANTHRI,181,Older Alluvium,Gambhir,717.5,685.72,810,11.46,15.38,5.6,4.9,4.8,4.7,8,0.21,1.38,-0.28,-0.40
,,DHAULPUR,SAIPU,Karimpur,177,Older Alluvium,Parbati,717.5,685.72,810,11.46,15.38,31.59,28.67,28.7,29.4,55,1.71,2.09,11.97,1.21
,,DHAULPUR,BASERI,Lebudapura,185,Older Alluvium,Parbati,717.5,685.72,810,11.46,15.38,4.64,3.86,3.2,3.7,15,2.89,-0.31,-0.07,-0.92
,,DHAULPUR,DHAULPUR,Mangraul,166,Older Alluvium,Parbati,717.5,685.72,810,11.46,15.38,36.02,35.2,35.25,35.27,38,-0.19,0.12,0.39,-0.16
,,DHAULPUR,BASERI,NAKATPURA,262,Sandstone,Parbati,717.5,685.72,810,11.46,15.38,8.65,0,0,0,11.45,1.32,10.40,1.54,-0.75
,,DHAULPUR,SAIPU,Saipau,179,Older Alluvium,Parbati,717.5,685.72,810,11.46,15.38,7.74,12.38,12.03,11.94,20,4.36,1.63,1.56,-0.17
,,DHAULPUR,RAJAKHERA,SIKRONDA,162,Older Alluvium,Parbati,717.5,685.72,810,11.46,15.38,35.85,31.1,31.25,31.2,122.72,-1.63,-1.64,-1.61,9.70
,,DUNGARPUR,DOVRA,Anteree,314,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,4.67,2.57,2.37,2.67,5.71,-0.10,-0.47,-0.31,-0.25
,,DUNGARPUR,ASPUR,Aspur,202,Schist,Mahi,610.4,843.01,710,14.08,-18.66,3.9,0,0,1.9,150,1.14,0.17,0.65,0.75
,,DUNGARPUR,ASPUR,ASPUR1,206,Schist,Mahi,610.4,843.01,710,14.08,-18.66,4.6,1.9,2.6,2.9,13,0.71,0.57,0.99,0.56
,,DUNGARPUR,ASPUR,BARODA,193,Schist,Mahi,610.4,843.01,710,14.08,-18.66,3.26,1.86,2.26,2.66,10.06,3.18,-0.52,-0.80,-0.73
,,DUNGARPUR,SAGWARA,BHILURA,132,BGC,Mahi,610.4,843.01,710,14.08,-18.66,6.78,4.58,3.58,3.98,11.48,0.32,0.36,0.59,-0.40
,,DUNGARPUR,GALIAKOT,Chitri,354,Hills,Mahi,610.4,843.01,710,14.08,-18.66,9.1,5.9,3.8,4.2,86.7,-0.56,0.18,0.17,-0.29
,,DUNGARPUR,DUNGARPUR,Dungarpur1,371,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,7.05,5.85,3.15,3.45,16.01,-1.35,0.70,0.51,0.41
,,DUNGARPUR,JHONTHRI,GORADA,307,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,7.77,5.87,2.07,2.87,9,-1.12,-3.85,-3.21,-0.77
,,DUNGARPUR,DOVRA,HATHAI,255,Hills,Mahi,610.4,843.01,710,14.08,-18.66,6.33,4.83,3.33,3.83,9.2,8.23,1.53,0.97,-0.54
,,DUNGARPUR,SABLA,KABJA,169,Schist,Mahi,610.4,843.01,710,14.08,-18.66,3.96,1.5,1.1,1.5,92.1,0.22,,-0.57,-0.84
,,DUNGARPUR,BICHHIWARA,KANABA,321,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,6.3,8.5,6.5,7,11.2,1.55,3.00,2.86,1.37
,,DUNGARPUR,DUNGARPUR,MANPUR2,290,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,0,4.86,2.36,2.66,8.59,1.06,-0.24,-1.12,-0.88
,,DUNGARPUR,SAGWARA,NANDOR,181,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,3.1,0,0,3.8,11.5,1.64,0.14,-0.03,-0.21
,,DUNGARPUR,BICHHIWARA,NAVAL SHYAM,339,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,0,9.54,7.24,7.84,120.4,0,0,0,0
,,DUNGARPUR,BICHHIWARA,NAYADERA,286,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,8.83,8.33,6.53,7.03,15,0.94,0.31,-0.10,-1.08
,,DUNGARPUR,SAGWARA,NAYAGAON1,197,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,6.65,4.55,3.35,3.85,9.9,-0.87,-0.78,-0.64,-1.10
,,DUNGARPUR,SIMALWARA,PEETH,221,Phyllite,Sabarmati,610.4,843.01,710,14.08,-18.66,9.13,7.53,3.93,4.53,12.23,-0.13,0.46,-0.94,-0.78
,,DUNGARPUR,ASPUR,Ramgarh2,243,BGC,Mahi,610.4,843.01,710,14.08,-18.66,7.1,6.1,4.9,5.3,20,-1.56,-2.14,-4.42,-3.82
,,DUNGARPUR,BICHHIWARA,RATANPUR,310,Phyllite,Sabarmati,610.4,843.01,710,14.08,-18.66,0,10.55,8.55,0,12.75,1.30,-1.19,-0.99,-1.88
,,DUNGARPUR,SABLA,SABLA,193,Schist,Mahi,610.4,843.01,710,14.08,-18.66,5.21,3.11,3.01,3.21,11.51,-6.09,2.08,1.60,-0.16
,,DUNGARPUR,SAGWARA,Sagwara,185,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,7.7,5.6,4.1,4.7,150,5.83,5.89,5.84,0.77
,,DUNGARPUR,GALIAKOT,Ubli,141.846,Phyllite,Mahi,610.4,843.01,710,14.08,-18.66,21.6,16.3,14.6,15.3,70,-0.53,-0.67,-0.30,-0.75
,,GANGANAGAR,ANUPGARH,ANUPGARH1,151,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,17.65,15.26,16.15,16.25,28.3,4.95,1.06,-0.72,-0.53
,,GANGANAGAR,ANUPGARH,BANDA COLONY,158,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,10.23,10.04,17.73,10.55,100,1.15,4.21,1.53,0.56
,,GANGANAGAR,SURATGARH,BHOPALPURA,174,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,2.85,2.93,2.87,2.65,36.25,1.37,1.74,1.65,1.54
,,GANGANAGAR,PADAMPUR,BINJBALIA,172,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,17.9,14.56,14.63,0,27.75,0.41,1.91,2.70,3.38
,,GANGANAGAR,SURATGARH,Birdhwal1,192,Older Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,40.75,38.6,39.01,38.59,50.85,35.39,29.63,28.15,33.87
,,GANGANAGAR,GANGANAGAR,CHUNAWAD,172,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,10.52,10.07,9.21,9.17,47.77,3.67,3.54,3.27,4.05
,,GANGANAGAR,RAISINGHNAGAR,DABLA,168,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,13.82,0,9.91,0,31.47,4.61,0.52,1.67,2.33
,,GANGANAGAR,PADAMPUR,DELWAN,166,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,8.55,9.29,9.02,7,24.15,-6.49,-4.17,-3.55,-2.29
,,GANGANAGAR,RAISINGHNAGAR,GAJSINGHPURA,164,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,8.52,7.92,7.45,7.32,21.12,0.12,1.55,0.77,2.93
,,GANGANAGAR,SADULSHAHAR,GANESHGARH,176,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,18.37,15.72,15.47,15.62,53.52,7.60,6.75,2.85,3.55
,,GANGANAGAR,PADAMPUR,GANGUWALA,167,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,11,12.08,12.2,0,31.1,8.56,10.01,2.37,-0.78
,,GANGANAGAR,SRI VIJAYNAGAR,GOMANWALI,169,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,7.1,6.37,6.5,6.3,23.4,10.83,10.08,11.44,12.76
,,GANGANAGAR,SURATGARH,HARISINGHPURA,183,Older Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,19.55,17.97,18.78,17.95,47.35,-20.87,5.93,9.6,2.75
,,GANGANAGAR,RAISINGHNAGAR,JAGATSINGHWALA,165,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,11.53,10.22,10.26,0,47.93,3.21,4.67,4.50,2.61
