Sno,District,Block,Village,Avg Rainfall,LAT,LONG,Depth,Elevation,May_decade_bgl,Aug_decade_bgl,Nov_decade_bgl,Jan_decade_bgl,May_bgl,Aug_bgl,Nov_bgl,Jan_bgl,May_rise,Aug_rise,Nov_rise,Jan_rise
W263044075310301,JAIPUR,Phagi,Nemeda Pz,75.52,26.51,1.1,76,301,8.59,6.75,6.53,7.59,8.1,11.5,4.05,4.62,-0.49,4.75,-2.48,-2.97
W271632075435501,JAIPUR,Govindgarh,Niwana,75.73,27.28,0.6,95,485,63.86,62.35,63.74,60.87,65.4,59.7,60.3,60.5,1.54,-2.65,-3.44,-0.36
W265647076110501,JAIPUR,Bassi,Padasoli,76.18,26.95,0.9,70,341,34.24,33.45,36.32,32.36,34,31.7,31.95,32.15,-0.24,-1.75,-4.37,-0.21
W264410075193001,JAIPUR,Dudu,PALLUKHURD,75.33,26.74,0.75,19.25,354,7.9,5.71,6.06,6.41,10.6,9.75,9.95,10.25,2.7,4.05,3.89,3.85
W272041076065001,JAIPUR,Viratnagar,Palri,76.11,27.34,0,25,468.89,18.99,18.69,18.93,16.85,0,0,22.9,23.4,,,3.97,6.55
W274732076143101,JAIPUR,Kotputli,Paniyala,76.24,27.79,1.1,90,334,40.96,40.48,41.49,42.47,46.7,47.65,0,0,5.75,7.17,,
W263021075362401,JAIPUR,Phagi,Parun,75.61,26.51,0.3,14,303,9.03,7.17,6.81,8.17,5.9,5.06,2.35,1.59,-3.13,-2.11,-4.46,-6.58
W263044075360701,JAIPUR,Phagi,Parun Pz,75.6,26.51,1.15,80,305,10.16,8.18,9.23,9.82,13.25,11.1,7.35,6.89,3.09,2.92,-1.88,-2.93
W265230075141702,JAIPUR,Sambher,Phulera,75.24,26.88,1,108,387,6.22,5.52,5.31,5.47,4.6,4,6.25,6.45,-1.62,-1.52,0.94,0.98
W273809076071901,JAIPUR,Kotputli,Raghunathpura_Pz,76.12,27.64,1,68.57,376,49.59,49.37,49.86,50.37,56.2,53.8,55.25,56.1,6.61,4.43,5.39,5.73
W270851076065501,JAIPUR,"Jamwa
 Ramgarh",Raiser,76.12,27.15,1.1,105,397,35.51,33.47,36.98,37.32,0,42.5,46,44.5,,9.03,9.03,7.18
W270533075451301,JAIPUR,Amer,Rajarampura,75.75,27.09,0.4,88,452,50.12,47.26,48.13,50.36,53.8,50.4,65.1,62.7,3.68,3.14,16.97,12.34
W273549076113201,JAIPUR,Kotputli,Rajnota,76.19,27.6,1.1,96,358,36.31,35.91,35,37.18,39,39,39.2,39,2.69,3.09,4.2,1.82
W270651076120901,JAIPUR,"Jamwa
 Ramgarh",RASALA,76.2,27.11,0.23,25,367,13.48,10.72,12.03,12.97,0,22.87,23.27,22.92,,12.15,11.24,9.95
W264649076103201,JAIPUR,Bassi,Rojwari,76.18,26.78,0.65,110,329,52.49,47.63,49.81,50.2,57.55,52.75,54.6,54.4,5.07,5.12,4.8,4.21
W265422075131201,JAIPUR,Sambher,Sambhar,75.22,26.91,0.9,20,373,11.38,10.88,11.5,10.94,10.05,9.35,11.85,12.1,-1.33,-1.53,0.36,1.16
W270619076052801,JAIPUR,"Jamwa
 Ramgarh",Samred Kalan,76.09,27.11,1,88,413,42.16,38.73,42.95,43.66,51.4,42.4,42.7,43,9.24,3.67,-0.25,-0.66
W274320076072701,JAIPUR,Kotputli,Sarundh,76.12,27.72,1,87,363,64.46,60.19,61.56,62.1,67.1,63.9,65.1,64.7,2.64,3.71,3.54,2.6
W264249075532501,JAIPUR,Chaksu,SHIVDASPURA,75.89,26.71,0.4,27.18,334,22.37,22.15,21.98,21.88,22.7,20.6,20.5,20.6,0.33,-1.55,-1.48,-1.28
W264730075090001,JAIPUR,Dudu,SIROHIKHURD,75.15,26.79,1.04,16,372,7.55,5.4,5.65,5.23,0,5.86,6.96,7.46,,0.46,1.31,2.23
W263645075512601,JAIPUR,Chaksu,THALLI,75.86,26.61,0.15,15.85,323,11.54,9.38,10.46,9.59,8.95,4.95,6.85,7.45,-2.59,4.43,-3.61,-2.14
W264223075300601,JAIPUR,Phagi,Tickel,75.5,26.71,0.2,19,322,13.3,6.53,7.46,12.39,8.25,3.4,4.7,4.8,-5.05,-3.13,-2.76,-7.59
W264020075303801,JAIPUR,Phagi,Tickel Pz,75.51,26.67,0.9,75,329,8.45,5.25,6.3,6.42,0,0,3.6,4,,,-2.7,-2.42
W271731075464001,JAIPUR,Govindgarh,TIGARIA,75.78,27.29,1,90,490,55.97,53.36,53.45,55.74,63,67.4,69.1,70.05,7.03,14.04,15.65,14.31
W263803075475801,JAIPUR,Chaksu,Tootoli,75.8,26.63,0,25,232.1,15.79,16.34,18.58,20.81,21.8,19,19.55,19.65,6.02,2.67,0.98,-1.16
W273100071500001,JAISALMER,Jaisalmer,AWAI,71.83,27.52,1.1,15,153,7.07,6.01,7.69,6.16,8.6,8.5,8.2,6.2,1.53,2.49,0.51,0.04
W270200070540002,JAISALMER,Jaisalmer,BAISHAKHI,70.9,27.03,1,59,162,22.85,23.09,23.65,23.1,21.3,21.83,22.1,0,-1.55,-1.26,-1.55,
W272900071470001,JAISALMER,Jaisalmer,BHADRIAS,71.78,27.48,1.4,18.1,159,9.01,8.87,8.88,9.09,10.2,10.15,10.1,10.5,1.19,1.28,1.22,1.41
W274313071585001,JAISALMER,Jaisalmer,Bhavanipura Deep,71.98,27.72,1,188,153,13.32,13.54,13.78,13.45,14.1,14.3,14.25,14.7,0.78,0.76,0.47,1.25
W274312071584601,JAISALMER,Jaisalmer,Bhavanipura Shallow,71.98,27.72,1,86,153,13.73,13.91,13.96,14.32,14.9,14.9,14.8,15.9,1.17,0.99,0.84,1.58
W271113070595002,JAISALMER,Jaisalmer,BOA,71,27.19,1.05,56.95,156,49.21,49.91,49.77,49.24,48.65,48.01,47.9,0,-0.56,-1.9,-1.87,
W265830071451001,JAISALMER,Sankra,CHACHA,71.75,26.98,1.09,26.06,225,14,12.86,13.97,14.27,15.31,14.21,14.23,15.61,1.31,1.35,0.26,1.34
W265800071213002,JAISALMER,Jaisalmer,Delasar,71.36,26.97,1,200,196,67.13,69.21,66.56,69.61,73.9,74.7,73.65,75.5,6.78,5.49,7.09,5.89
W271630070583002,JAISALMER,Jaisalmer,Deva PZ,70.98,27.28,0,100,145,29.17,29.04,28.97,28.95,28.6,28.8,28.6,30.8,-0.57,-0.24,-0.37,1.85
W265415071213001,JAISALMER,Jaisalmer,DHAISAR,71.36,26.9,0.95,63.75,217,61.08,60.98,61.45,61.61,60.95,61.45,61.35,61.95,-0.13,0.47,-0.1,0.34
W272910070185801,JAISALMER,Sam,GAMANEWALA,70.32,27.49,0.76,142.5,112,65.17,62.67,64.72,63.07,65.34,65.44,64.94,65.14,0.17,2.77,0.22,2.07
W263120072011101,JAISALMER,Sankra,GARHI CHAMPAWAT,72.02,26.52,0.5,200,225,17.8,17.49,17.88,17.7,18.7,18.7,18.7,20.6,0.9,1.21,0.82,2.9
W272708071274701,JAISALMER,Jaisalmer,GHANTIYALI,71.46,27.45,0.01,71.59,104,38.05,36.26,36.17,36.18,36.09,35.94,35.75,35.89,-1.96,-0.32,-0.42,-0.29
W271900070021501,JAISALMER,Sam,GOTARU,70.04,27.32,0.85,69.15,85,36.35,36.3,35.92,36.35,34.05,34.05,33.55,32.85,-2.3,-2.25,-2.37,-3.5
W264545071361501,JAISALMER,Sankra,GUDI KA TALA,71.6,26.76,1.05,12.95,285,5.35,3.17,3.83,4.82,6.35,6.27,5.45,8.35,1,3.1,1.62,3.53
W270000071031501,JAISALMER,Jaisalmer,HAMIRA,71.05,27,1.75,48.25,203,42.25,41.75,42.64,42.4,45.35,0,0,0,3.1,,,
W265630070543501,JAISALMER,Jaisalmer,JAISALMER,70.91,26.94,0.22,61.68,241,36.33,36.36,36.22,36.37,34.28,34.18,33.88,24.48,-2.05,-2.18,-2.34,-11.89
W273231071085401,JAISALMER,Jaisalmer,Jawahar Nagar Deep,71.15,27.54,1,193,117,25.9,23.92,16.95,23.02,22.5,22.1,21.7,19.9,-3.4,-1.82,4.75,-3.12
W273231071085402,JAISALMER,Jaisalmer,Jawahar Nagar Shallow,71.15,27.54,1,62,117,8.36,8.67,15.27,8.76,8.9,8.4,8.7,9.1,0.54,-0.27,-6.57,0.34
W273237071175001,JAISALMER,Jaisalmer,Jjw Deep,71.3,27.54,1,200,139,34.24,34.12,33.88,33.1,0,0,32.7,33.8,,,-1.18,0.7
W264820071541501,JAISALMER,Sankra,KALEWA,71.9,26.81,1,35,240,23.22,18.86,18.25,18.96,23.2,22.2,22.25,21.4,-0.01,3.34,4,2.44
W274300070193002,JAISALMER,Sam,Khariakua_DW,70.33,27.72,1,42,108,35.25,35.21,35.2,35.1,35.3,35.4,34.96,34.9,0.05,0.19,-0.24,-0.2
W263600070420001,JAISALMER,Sam,KHURI,70.7,26.6,1.9,16.7,217,9.07,8.89,9.06,9.02,9.6,10.62,9.35,10,0.53,1.73,0.29,0.98
W270736070303001,JAISALMER,Sam,KHUYIALA,70.51,27.13,0.3,25,181,18.83,19.09,18.33,18.6,20.8,21.1,20.62,20.7,1.97,2.01,2.29,2.1
W262900071163001,JAISALMER,Sam,Kodiyasar,71.28,26.48,1,200,272,106.82,106.88,107.15,107.64,108.8,108.8,108.7,109.7,1.98,1.93,1.55,2.06
W270422070332501,JAISALMER,Sam,KUCHERI,70.56,27.07,0.62,106.52,207,104.72,104.24,104.62,104.04,103.78,103.93,103.83,105.88,-0.94,-0.31,-0.79,1.84
W263707070291201,JAISALMER,Sam,KURIA,70.49,26.62,0.9,121.5,122,35.63,35.23,34.86,34.77,34.8,34.6,34.55,32,-0.83,-0.63,-0.31,-2.77
W264244071255701,JAISALMER,Sankra,LAKHASAR,71.43,26.71,0.7,45.09,291,39.56,39.08,39.95,38.87,38.6,38.44,38.45,38.8,-0.96,-0.64,-1.5,-0.07
W270440070483001,JAISALMER,Jaisalmer,LANELA,70.81,27.08,0.7,204,165,37.43,37.36,37.3,37.43,39,38.8,39.2,39.2,1.57,1.44,1.9,1.77
W265220072030001,JAISALMER,Sankra,LAWAN,72.05,26.87,1.2,40,245,19.7,19.51,16.62,17.11,23.7,22.1,16.9,17.2,4.01,2.6,0.28,0.09
W270900071460001,JAISALMER,Sankra,LOHARKI,71.77,27.15,1.46,80,231,68.79,68.62,69.28,69.9,72.04,72.04,72.04,71.74,3.25,3.42,2.76,1.84
W263724071341501,JAISALMER,Sankra,LUNA KALAN,71.57,26.62,1.2,21.8,299,11.97,11.67,11.91,11.8,14.7,14.76,14.5,15.2,2.73,3.09,2.59,3.41
W264445071301501,JAISALMER,Sankra,MADASAR,71.5,26.75,1.3,23.7,285,9.74,8.06,8.92,9.71,8.5,8.26,6.75,7.6,-1.24,0.2,-2.17,-2.11
W270252071535601,JAISALMER,Sankra,MAWA,71.9,27.05,0.5,200,217,22.94,22.58,22.9,22.85,0,23.3,23.25,0,,0.72,0.35,
W272914070212301,JAISALMER,Sam,Mayathiwala,70.36,27.49,1.2,70,116,64.92,64.75,64.74,64.95,65,65.05,64.7,64.9,0.08,0.3,-0.04,-0.05
W265445070500601,JAISALMER,Jaisalmer,MOOLSAGAR,70.84,26.91,1.5,20.5,235,14.92,14.93,14.93,15.05,15.6,15.65,15.6,15.9,0.68,0.72,0.67,0.85
W265400070503001,JAISALMER,Jaisalmer,Moolsagar_Pz,70.84,26.9,0.92,200,258,71.43,69.43,71.38,71.87,80.43,80.43,72.68,77.38,9,11,1.3,5.51
W273100071431501,JAISALMER,Jaisalmer,NACHNA,71.72,27.52,1.8,17.2,141,8.92,8.54,8.34,8.97,8.5,8,7.5,7.6,-0.42,-0.54,-0.84,-1.37
W274840070245501,JAISALMER,Sam,NATHU KA BERA,70.42,27.81,1,75,99,30.8,30.97,30.81,31.31,30.9,30.95,30.9,31.2,0.1,-0.02,0.09,-0.11
W273645072020001,JAISALMER,Jaisalmer,NEWEATA,72.03,27.61,1.15,31.13,169,21.38,21.27,21.42,21.46,0,0,0,22.35,,,,0.89
W262430071554001,JAISALMER,Sankra,PHALSUND,71.93,26.41,1.31,10,205,5.63,5.36,4.85,5.3,4.19,4.09,4.14,4.76,-1.44,-1.27,-0.71,-0.54
W262300070281601,JAISALMER,Sam,PHULIA,70.47,26.38,0.8,78.51,111,66.26,59.29,67.59,67.08,61.21,34.31,32.41,32.41,-5.04,-24.98,-35.18,-34.67
W265514071553101,JAISALMER,Sankra,POKARAN,71.93,26.92,0.5,200,265,22.93,26.1,22.25,21.55,17,17.4,16.65,16.2,-5.93,-8.7,-5.6,-5.35
W265513072011001,JAISALMER,Sankra,"POKARAN ( POKARAN
 -II )",72.02,26.92,0.5,200,232,26.94,27.83,24.85,24.65,23.6,23.15,23.1,23.1,-3.34,-4.68,-1.75,-1.55
W263216071324101,JAISALMER,Sankra,RAJGARHI,71.54,26.54,0.1,27,308,19.26,18.53,18.77,18.82,21.3,23.4,23.3,0,2.04,4.87,4.53,
W272130070290001,JAISALMER,Sam,Ramgarh Ignp,70.48,27.36,1,300,150,43.3,42.3,43.03,42.57,42.65,42.45,42.4,42.6,-0.65,0.15,-0.63,0.03
W272130070300001,JAISALMER,Sam,Ramgarh2,70.5,27.36,1,200,148,50.1,47.41,47.6,48.73,42.65,47.15,47.2,47.7,-7.45,-0.26,-0.39,-1.03
W273340071044801,JAISALMER,Jaisalmer,Rd135,71.08,27.56,1,198.4,118,37.73,37.63,37.99,37.4,36.4,36.4,36.35,37.1,-1.33,-1.23,-1.64,-0.3
W273805070144001,JAISALMER,Sam,SADEWALA,70.24,27.63,1.2,44.8,118,41.29,41.21,41.57,41.26,40.9,40.9,40.68,41.5,-0.39,-0.31,-0.89,0.24
W264930070312401,JAISALMER,Sam,SAM1,70.52,26.83,0.7,29.7,176,9.98,7.33,8.1,8.25,0,2.4,3.3,4.55,,-4.93,-4.8,-3.7
W271424070393201,JAISALMER,Sam,Sanul,70.66,27.24,0.63,195,214,107.45,107.1,106.43,107.31,106.87,106.87,106.97,108.07,-0.57,-0.23,0.54,0.76
W265900071140001,JAISALMER,Jaisalmer,SANWALA,71.23,26.98,1.25,37.35,188,32.63,32.76,32.48,32.51,33.08,33.17,32.82,34.65,0.45,0.41,0.34,2.14
W264300071183001,JAISALMER,Sam,SANWATA,71.31,26.72,0.75,53.25,278,31.92,32.37,32.21,32.58,32.65,32.55,32.55,33.35,0.73,0.18,0.34,0.77
W272512071393201,JAISALMER,Jaisalmer,Sataya DW,71.66,27.42,0,22.6,163.48,19.72,19.5,19.5,19.62,20.6,20.3,20.28,22,0.88,0.8,0.78,2.38
W273457071092501,JAISALMER,Sam,Shastri Nagar,71.16,27.58,1,200.5,115,7.28,6.61,12.14,6.8,5.5,5.6,5.65,4.8,-1.78,-1.01,-6.49,-2
W273300071423001,JAISALMER,Jaisalmer,Shekhowala,71.71,27.55,1,186,137,11.11,11.39,11.43,10.75,10.8,10.73,10.7,11.6,-0.31,-0.66,-0.73,0.85
W270500071330001,JAISALMER,Sankra,SRIBHADRIA,71.55,27.08,1.35,46.65,196,40.37,40.06,40.13,40.24,40.05,39.05,39.35,40.05,-0.32,-1.01,-0.78,-0.19
W274800070220001,JAISALMER,Sam,TANOT,70.37,27.8,1.22,43.88,112,33.42,31.94,29.52,30.75,30.58,30.68,30.48,30.43,-2.84,-1.26,0.96,-0.32
W273530071040001,JAISALMER,Sam,Tuli Shallow,71.07,27.59,1,99,115,7.57,7.65,8.08,7.56,6.9,6.7,6.8,7.4,-0.67,-0.95,-1.28,-0.16
W251643072354501,JALORE,Jalore,Bhagli,72.6,25.28,0.6,79,191,51.37,49.6,52.49,53.5,51.5,50.9,50.4,52.95,0.13,1.3,-2.09,-0.55
W250045072154501,JALORE,Bhinmal,BHINMALI,72.26,25.01,0.5,17.95,145,4.26,3.23,3.12,3.4,4.6,4.8,3.7,3.7,0.34,1.58,0.58,0.3
W245803072120801,JALORE,Raniwara,DHANWARA,72.2,24.97,0.65,70,152,50.88,48.36,46.22,48.53,59.55,60.85,60.45,62.85,8.67,12.49,14.23,14.32
W245630071243001,JALORE,Chitalwana,DOONGRI,71.41,24.94,1.02,26,37,23.19,22.93,23.28,23.23,23.78,24.48,22.78,23.68,0.59,1.55,-0.5,0.45
W252025072513301,JALORE,Ahore,Gudha Balotan,72.86,25.34,1,85,202,43.3,41.93,41.99,42.22,43.7,52.5,44.4,44.8,0.4,10.58,2.41,2.58
W244508071494301,JALORE,Sanchore,Hadetar,71.83,24.75,1,155,66,33.03,33.02,32.6,33.04,35.82,36.92,41.82,36.92,2.79,3.9,9.23,3.88
W244604072070101,JALORE,Raniwara,Hirpura,72.12,24.77,1,66,192,54.14,53.85,51.07,50.47,52.9,57.2,59.1,61.55,-1.24,3.35,8.03,11.08
